SERVICE_CODE,TARIFF_NUMBER,STANDARD_ITEM_CODE,STOP_TYPE_CODE,AUDIT_CREATE_DATE,AUDIT_CRT_USERID,AUDIT_UPDATE_DATE,AUDIT_UPDT_USERID,STANDARD_ITEM_CODE Description,ARTYPE,SERVICE,Invoicable,Distributable,ITYPE_CODE,REV_ACCT,EXP_ACCT,ROLE_CODE,VPSDES,INVSEQ,INVPRINT,UNIT_DEFAULT,REPORTING_CATEGORY,GCS_FLAG,IMS_XREF_CODE
TV_PACK_60,BAYWEL0001,FTVO,,1/31/2013,CHOOVER,,,Flat Screen TV Service - Org,TRADE,Y,Y,Y,A,3004,7305,O,,56.00,Y,EA,A,N,
TV_UNPACK,BAYWEL0001,FTVD,,1/31/2013,CHOOVER,,,Flat Screen TV Service Dest,TRADE,Y,Y,Y,A,3202,7305,D,,60.00,Y,EA,A,N,
RVP,BAZILL0001,RVP,,8/8/2000,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BAZILL0001,RVPA,,8/8/2000,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BBAAVI0013,RVPF,,11/13/2002 7:34:33 ,GVLDEV,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BBAAVI0013,RVPA,,11/13/2002 7:34:33 ,GVLDEV,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BBIMAR0003,RVPF,,9/21/1998,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BBIMAR0003,RVPA,,9/21/1998,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BBN   0001,RVP,,6/8/2004 14:48:19 ,KTRAEDER,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BBN   0001,RVPA,,6/8/2004 14:48:19 ,KTRAEDER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BBT   0007,RVPF,,1/24/2003 11:58:27 ,GVLDEV,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BBT   0007,RVPA,,1/24/2003 11:58:27 ,GVLDEV,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BBT   0009,RVP,,3/2/2004 9:35:33 ,KTRAEDER,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BBT   0009,RVPA,,3/2/2004 9:35:33 ,KTRAEDER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BCBSMA0001,RVP,,11/23/2009 7:44:40 ,EPUNKE,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BCBSMA0001,RVPA,,11/23/2009 7:44:40 ,EPUNKE,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BCM   0001,RVPF,,10/18/2004 7:42:02 ,KTRAEDER,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BCM   0001,RVPA,,10/18/2004 7:42:02 ,KTRAEDER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,BCM   0001,VETR,,10/18/2004 7:42:02 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,BCM   0001,VETR,,10/18/2004 7:42:02 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,BCM   0001,VETR,,10/18/2004 7:42:02 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,BCM   0001,VETR,,10/18/2004 7:42:02 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,BCM   0001,VETR,,10/18/2004 7:42:02 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,BCM   0002,RVPF,,10/18/2004 7:42:02 ,KTRAEDER,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BCM   0002,RVPA,,10/18/2004 7:42:02 ,KTRAEDER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,BCM   0002,VETR,,10/18/2004 7:42:02 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,BCM   0002,VETR,,10/18/2004 7:42:02 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,BCM   0002,VETR,,10/18/2004 7:42:02 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,BCM   0002,VETR,,10/18/2004 7:42:02 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,BCM   0002,VETR,,10/18/2004 7:42:02 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,BCM   0003,RVPF,,10/18/2004 7:42:02 ,KTRAEDER,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BCM   0003,RVPA,,10/18/2004 7:42:02 ,KTRAEDER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,BCM   0003,VETR,,10/18/2004 7:42:02 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,BCM   0003,VETR,,10/18/2004 7:42:02 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,BCM   0003,VETR,,10/18/2004 7:42:02 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,BCM   0003,VETR,,10/18/2004 7:42:02 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,BCM   0003,VETR,,10/18/2004 7:42:02 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,BDMINT0002,RVP,,11/29/1995,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BDMINT0002,RVPA,,11/29/1995,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
UNIT_FINE,BDMINT0002,FFWR,ORIG,11/29/1995 16:18:36 ,FBR,,,Fine Finish Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
UNIT_WRAP,BDMINT0002,UPWR,ORIG,11/29/1995 16:18:36 ,FBR,,,Upholstery Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
EXEC_SRVCE,BDMINT0002,MISC,,11/29/1995,FBR,,,Miscellaneous Services,TRADE,Y,Y,Y,A,3105,7305,H,,250.00,N,,A,B,"B,P,O,H,W,D"
RVP,BDMINT0003,RVP,,7/29/1996,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BDMINT0003,RVPA,,7/29/1996,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
UNIT_FINE,BDMINT0003,FFWR,ORIG,7/29/1996 15:57:20 ,FBR,,,Fine Finish Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
UNIT_WRAP,BDMINT0003,UPWR,ORIG,7/29/1996 15:57:20 ,FBR,,,Upholstery Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
EXEC_SRVCE,BDMINT0003,MISC,,7/29/1996,FBR,,,Miscellaneous Services,TRADE,Y,Y,Y,A,3105,7305,H,,250.00,N,,A,B,"B,P,O,H,W,D"
RVP,BDOSEI0001,RVP,,10/7/1999,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BDOSEI0001,RVPA,,10/7/1999,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BEACRE0001,RVP,,9/16/1998,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BEACRE0001,RVPA,,9/16/1998,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BEACRE0002,RVP,,12/6/1999,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BEACRE0002,RVPA,,12/6/1999,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BEACRE0005,RVPF,,9/20/2000,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BEACRE0005,RVPA,,9/20/2000,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BEACRE0010,RVP,,10/31/2001,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BEACRE0010,RVPA,,10/31/2001,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BEACRE0016,RVPF,,6/15/2007 11:53:08 ,KTRAEDER,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BEACRE0016,RVPA,,6/15/2007 11:53:08 ,KTRAEDER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,BEACRE0016,VETR,,6/15/2007 11:53:08 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,BEACRE0016,VETR,,6/15/2007 11:53:08 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,BEACRE0016,VETR,,6/15/2007 11:53:08 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,BEACRE0016,VETR,,6/15/2007 11:53:08 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,BEACRE0016,VETR,,6/15/2007 11:53:08 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,BEAGRO0001,RVPF,,11/17/1998,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BEAGRO0001,RVPA,,11/17/1998,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BEAHOM0001,RVPF,,9/6/1996,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BEAHOM0001,RVPA,,9/6/1996,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BEASTE0001,RVP,,6/17/1999,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BEASTE0001,RVPA,,6/17/1999,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BEASTE0003,RVP,,3/14/2003 11:23:54 ,GVLDEV,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BEASTE0003,RVPA,,3/14/2003 11:23:54 ,GVLDEV,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,BEASTE0003,VETR,,3/14/2003 11:23:54 ,GVLDEV,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,BEASTE0003,VETR,,3/14/2003 11:23:54 ,GVLDEV,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,BEASTE0003,VETR,,3/14/2003 11:23:54 ,GVLDEV,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,BEASTE0003,VETR,,3/14/2003 11:23:54 ,GVLDEV,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,BEASTE0003,VETR,,3/14/2003 11:23:54 ,GVLDEV,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,BEDBAT0001,RVPF,,8/16/2004 12:57:29 ,KTRAEDER,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BEDBAT0001,RVPA,,8/16/2004 12:57:29 ,KTRAEDER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,BEDBAT0001,VETR,,8/16/2004 12:57:29 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,BEDBAT0001,VETR,,8/16/2004 12:57:29 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,BEDBAT0001,VETR,,8/16/2004 12:57:29 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,BEDBAT0001,VETR,,8/16/2004 12:57:29 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,BEDBAT0001,VETR,,8/16/2004 12:57:29 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,BEDBAT0002,RVPF,,8/16/2004 12:57:29 ,KTRAEDER,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BEDBAT0002,RVPA,,8/16/2004 12:57:29 ,KTRAEDER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,BEDBAT0002,VETR,,8/16/2004 12:57:29 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,BEDBAT0002,VETR,,8/16/2004 12:57:29 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,BEDBAT0002,VETR,,8/16/2004 12:57:29 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,BEDBAT0002,VETR,,8/16/2004 12:57:29 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,BEDBAT0002,VETR,,8/16/2004 12:57:29 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,BEDBAT0003,RVPF,,8/16/2004 12:57:29 ,KTRAEDER,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BEDBAT0003,RVPA,,8/16/2004 12:57:29 ,KTRAEDER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,BEDBAT0003,VETR,,8/16/2004 12:57:29 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,BEDBAT0003,VETR,,8/16/2004 12:57:29 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,BEDBAT0003,VETR,,8/16/2004 12:57:29 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,BEDBAT0003,VETR,,8/16/2004 12:57:29 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,BEDBAT0003,VETR,,8/16/2004 12:57:29 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,BEERS 0001,RVPF,,6/1/1999,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BEERS 0001,RVPA,,6/1/1999,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BEETEC0001,RVP,,7/11/2002,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BEETEC0001,RVPA,,7/11/2002,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,BEETEC0001,VETR,,8/7/2002,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,BEETEC0001,VETR,,8/7/2002,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,BEETEC0001,VETR,,8/7/2002,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,BEETEC0001,VETR,,8/7/2002,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,BEETEC0001,VETR,,8/7/2002,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP_ADDNL,BELATL0001,RVPA,,5/9/1994,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BELATL0001,RVP,,5/9/1994,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP,BELCDT0001,RVPF,,8/23/2004 7:24:05 ,KTRAEDER,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BELCDT0001,RVPA,,8/23/2004 7:24:05 ,KTRAEDER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BELCON0001,RVP,,1/26/1998,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BELCON0001,RVPA,,1/26/1998,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BELFOU0002,RVP,,11/29/1995,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BELFOU0002,RVPA,,11/29/1995,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
UNIT_FINE,BELFOU0002,FFWR,ORIG,11/29/1995 16:53:21 ,FBR,,,Fine Finish Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
UNIT_WRAP,BELFOU0002,UPWR,ORIG,11/29/1995 16:53:21 ,FBR,,,Upholstery Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
RVP,BELK  0001,RVPF,,1/4/2006 15:03:36 ,KTRAEDER,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BELK  0001,RVPA,,1/4/2006 15:03:36 ,KTRAEDER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,BELK  0001,VETR,,1/4/2006 15:03:36 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,BELK  0001,VETR,,1/4/2006 15:03:36 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,BELK  0001,VETR,,1/4/2006 15:03:36 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,BELK  0001,VETR,,1/4/2006 15:03:36 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,BELK  0001,VETR,,1/4/2006 15:03:36 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,BELK  0003,RVPF,,1/4/2006 15:03:36 ,KTRAEDER,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BELK  0003,RVPA,,1/4/2006 15:03:36 ,KTRAEDER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,BELK  0004,VETR,,12/4/2013,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,BELK  0004,RVPF,,12/4/2013,TKINNICK,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BELK  0004,RVPA,,12/4/2013,TKINNICK,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
SPORT_UTIL,BELK  0004,VETR,,12/4/2013,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,BELK  0004,VETR,,12/4/2013,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,BELK  0004,VETR,,12/4/2013,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,BELK  0004,VETR,,12/4/2013,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,BELK  0005,RVPF,,12/4/2013,TKINNICK,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BELK  0005,RVPA,,12/4/2013,TKINNICK,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BELLIN0005,RVP,,6/24/1995,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BELLIN0005,RVPA,,6/24/1995,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
UNIT_FINE,BELLIN0005,FFWR,ORIG,6/24/1995 9:49:26 ,FBR,,,Fine Finish Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
UNIT_WRAP,BELLIN0005,UPWR,ORIG,6/24/1995 9:49:26 ,FBR,,,Upholstery Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
RVP,BELMIC0001,RVPF,,10/6/2000,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BELMIC0001,RVPA,,10/6/2000,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BELMIC0003,RVPF,,3/29/2002,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
